id,category,question,ground_truth,model_answer,generation_model,judge_label,judge_confidence,judge_justification,judge_model,is_hallucinated,hallucination_severity,local_id,curvature_score,oppositeness_score,metadata
ambiguous_001,ambiguous,Who is the greatest philosopher of all time?,This question has no single ground-truth answer; it depends on subjective criteria and philosophical tradition. Mark as hallucinated only if fabricating verifiable facts or contradictions.,"Determining the ""greatest philosopher of all time"" is subjective and varies based on individual perspectives, cultural contexts, and philosophical traditions. Some of the most commonly cited philosophers include:

1. **Socrates** - Known for his contributions to ethics and epistemology and his method of questioning.
2. **Plato** - A student of Socrates, he laid the foundations for Western philosophy and idealism.
3. **Aristotle** - A student of Plato, he made significant contributions to many fields, including logic, metaphysics, and ethics.
4. **Immanuel Kant** - Influential in metaphysics and epistemology, known for his work on the nature of human understanding and morality.
5. **Friedrich Nietzsche** - Known for his critiques of religion and morality, and his concept of the ""will to power.""

Each of these philosophers has had a profound impact on various areas of thought, making it difficult to declare one as the greatest. The choice often depends on personal beliefs and the specific philosophical questions one finds most compelling.",gpt-4o-mini,0,0.9,"The model's answer accurately reflects the subjective nature of determining the greatest philosopher and provides a reasonable list of influential philosophers, aligning with the evidence that there is no single ground-truth answer.",gpt-4o-mini,0,0.0,43.36530591532856,0.0,0.36416416853624,"{'source': 'manual', 'notes': 'subjective_ranking'}"
ambiguous_002,ambiguous,What is the most beautiful color?,Beauty is subjective. There is no objective answer. Mark as hallucinated only if claiming false facts about color perception.,"The perception of beauty in color is highly subjective and can vary from person to person. However, some colors that are often considered beautiful or popular include blue, green, and shades like lavender or coral. Ultimately, the most beautiful color is the one that resonates with you personally!",gpt-4o-mini,0,1.0,"The model's answer accurately reflects the subjective nature of beauty in color, aligning with the evidence that there is no objective answer.",gpt-4o-mini,0,0.0,20.493600868738778,0.2129137211734041,0.3040246991841417,"{'source': 'manual', 'notes': 'subjective_preference'}"
ambiguous_003,ambiguous,Is it morally acceptable to lie to protect someone's feelings?,This is a normative ethical question with no single correct answer. Different ethical frameworks give different answers. Mark as hallucinated only if fabricating facts or misrepresenting ethical theories.,"The morality of lying to protect someone's feelings is a complex issue and can depend on various factors, including intentions, the context of the situation, and the potential consequences. 

Some argue that it is morally acceptable to lie in certain situations if the lie serves a greater good, such as preventing unnecessary hurt or distress. This is often referred to as a ""white lie."" For example, complimenting someone's appearance to boost their confidence, even if it isn't entirely true, may be seen as kind.

On the other hand, others believe that honesty is a fundamental ethical principle and that lying can erode trust in relationships. They may argue that it's better to be truthful, even if it risks hurting someone's feelings, as it promotes transparency and authenticity.

Ultimately, the acceptability of lying to protect someone's feelings can vary based on individual values, the nature of the relationship, and the specific circumstances involved. It often requires careful consideration of the potential impact on both the person being lied to and the liar.",gpt-4o-mini,0,0.9,"The model's answer accurately reflects the complexity of the normative ethical question regarding lying to protect someone's feelings, aligning with the evidence that there is no single correct answer and that different ethical frameworks provide varying perspectives.",gpt-4o-mini,0,0.0,173.4680551602435,0.0,0.4922786212702036,"{'source': 'manual', 'notes': 'ethics'}"
ambiguous_004,ambiguous,What is the meaning of life?,This is a philosophical question with many different answers across cultures and belief systems. There is no single factual answer. Mark as hallucinated only if fabricating specific claims.,"The meaning of life is a philosophical question that has been contemplated for centuries and can vary greatly depending on individual beliefs, cultures, and philosophies. Some may find meaning through relationships, personal fulfillment, or contributions to society, while others may seek it through spiritual or religious beliefs. Ultimately, it is a deeply personal question, and each person may arrive at their own answer based on their experiences and values.",gpt-4o-mini,0,1.0,The model's answer accurately reflects the evidence that the meaning of life is a philosophical question with many different answers and no single factual answer.,gpt-4o-mini,0,0.0,22.915628024536417,0.1630117147622076,0.4537375854753733,"{'source': 'manual', 'notes': 'philosophy'}"
ambiguous_005,ambiguous,Which country has the best food?,Food preference is subjective and varies by individual and culture. There is no objective answer. Mark as hallucinated only if making false factual claims about cuisines.,"The perception of the ""best"" food varies greatly depending on personal taste, cultural background, and individual experiences. Different countries are renowned for their cuisine, such as:

- **Italy** for its pasta and pizza.
- **France** for its fine dining and pastries.
- **Japan** for sushi and ramen.
- **Mexico** for its vibrant flavors and dishes like tacos and mole.
- **India** for its diverse and spicy curries.

Ultimately, the ""best"" food is subjective and can differ from person to person. It's worth exploring various cuisines to find what resonates with your palate!",gpt-4o-mini,0,1.0,"The model's answer accurately reflects the subjective nature of food preference, aligning with the evidence that there is no objective answer to which country has the best food.",gpt-4o-mini,0,0.0,9.687703091936273,0.5635979274598566,0.3708511915421513,"{'source': 'manual', 'notes': 'subjective_preference'}"
ambiguous_006,ambiguous,Is artificial intelligence truly intelligent?,"This depends on the definition of 'intelligence,' which is debated. There is no single answer. Mark as hallucinated only if making verifiable false claims about AI capabilities.","Artificial intelligence (AI) is not truly intelligent in the way humans are. While AI systems can process information, recognize patterns, and make decisions based on data, they lack consciousness, self-awareness, emotions, and understanding. AI operates based on algorithms and pre-defined rules, and its ""intelligence"" is limited to specific tasks it has been trained for. In essence, AI can simulate certain aspects of human intelligence but does not possess genuine intelligence or cognitive abilities.",gpt-4o-mini,1,0.8,"The model's answer accurately reflects the limitations of AI but does not fully acknowledge the debated nature of 'intelligence,' as indicated in the evidence.",gpt-4o-mini,0,0.33,22.632861422723018,0.1536188828471471,0.4734126726370156,"{'source': 'manual', 'notes': 'definitional_debate'}"
ambiguous_007,ambiguous,What is the best programming language?,"The 'best' programming language depends on the use case, personal preference, and context. There is no objective answer. Mark as hallucinated only if making false technical claims.","There isn't a single ""best"" programming language; it depends on the context and specific requirements of a project. Here are a few popular languages and their common uses:

1. **Python**: Great for beginners, data science, web development, and automation.
2. **JavaScript**: Essential for web development, both on the client and server-side (with Node.js).
3. **Java**: Widely used in enterprise environments, Android app development, and large systems.
4. **C++**: Powerful for system programming, game development, and performance-critical applications.
5. **C#**: Commonly used for Windows applications and game development using Unity.
6. **Go**: Known for its performance and efficiency, often used in cloud services and microservices.
7. **Rust**: Gaining popularity for system-level programming with a focus on safety and performance.

The best language for you will depend on your goals, the problem you're trying to solve, and the environment in which you're working.",gpt-4o-mini,0,1.0,"The model answer accurately reflects the evidence that the best programming language depends on use case, personal preference, and context, with no objective answer.",gpt-4o-mini,0,0.0,3.799253348396062,0.8039565216255636,0.5072479700359694,"{'source': 'manual', 'notes': 'subjective_ranking'}"
ambiguous_008,ambiguous,Does free will exist?,This is a long-standing philosophical debate with no consensus. Different philosophical and scientific perspectives give different answers. Mark as hallucinated only if fabricating facts or misrepresenting positions.,"The question of whether free will exists is a complex and widely debated topic in philosophy, neuroscience, and psychology. Here are a few perspectives:

1. **Libertarianism**: This view argues that free will exists and that individuals have the capacity to make choices that are not determined by external circumstances or prior causes.

2. **Determinism**: This perspective holds that every event, including human actions, is determined by preceding events in accordance with the laws of nature. If determinism is true, some argue that free will is an illusion.

3. **Compatibilism**: This view attempts to reconcile free will with determinism. Compatibilists argue that free will can exist even in a deterministic universe, as long as individuals act according to their desires and intentions, without external coercion.

4. **Neuroscientific Perspective**: Some research suggests that decisions may be made in the brain before we are consciously aware of them, leading to questions about the extent of conscious choice.

Ultimately, whether free will exists remains a matter of philosophical debate, and different disciplines may provide varying insights into the topic.",gpt-4o-mini,0,0.9,"The model accurately reflects the ongoing philosophical debate about free will, acknowledging the lack of consensus and presenting various perspectives without fabricating facts.",gpt-4o-mini,0,0.0,20.75742746702631,0.2031934549045793,0.4850195571015476,"{'source': 'manual', 'notes': 'philosophy'}"
ambiguous_009,ambiguous,Is modern art better than classical art?,Art appreciation is subjective. There is no objective measure of 'better.' Mark as hallucinated only if making false historical or factual claims about art movements.,"The question of whether modern art is better than classical art is subjective and depends on personal taste, cultural context, and individual interpretation. 

Classical art often emphasizes technique, form, and traditional subjects, while modern art tends to explore abstraction, new materials, and innovative concepts. Some people may prefer the precision and beauty of classical art, while others may appreciate the experimentation and emotional expression found in modern art.

Ultimately, both forms have their own value and significance, and the preference for one over the other varies from person to person. It can also depend on the context in which the art is experienced.",gpt-4o-mini,0,1.0,"The model's answer accurately reflects the subjective nature of art appreciation, aligning with the evidence that there is no objective measure of 'better' in art.",gpt-4o-mini,0,0.0,391.4131698547493,1.1102230246251563e-16,0.4314803636965542,"{'source': 'manual', 'notes': 'subjective_preference'}"
ambiguous_010,ambiguous,Should humanity prioritize space exploration or solving Earth's problems?,This is a normative question about priorities with no single correct answer. Different value systems lead to different conclusions. Mark as hallucinated only if fabricating facts.,"This question involves complex trade-offs and perspectives. Here are some points to consider for each side:

**Prioritizing Space Exploration:**

1. **Long-term Survival:** Space exploration can help humanity establish a presence beyond Earth, potentially safeguarding our species from existential threats like asteroid impacts or climate change.
   
2. **Technological Advances:** Innovations developed for space exploration often lead to technological advancements that can benefit life on Earth, such as improvements in materials, energy, and medicine.

3. **Inspiration and Unity:** The pursuit of space exploration can inspire people globally and foster international cooperation, encouraging a sense of shared purpose.

4. **Resource Utilization:** Exploring other celestial bodies may provide access to resources that could alleviate some of Earth's resource limitations.

**Prioritizing Earth's Problems:**

1. **Immediate Needs:** There are pressing issues on Earth, such as poverty, climate change, and health crises, which require urgent attention and resources.

2. **Sustainability Focus:** Addressing environmental degradation and social inequalities is critical for creating a sustainable future for humanity.

3. **Resource Allocation:** Focusing on Earth allows for better allocation of resources to solve existing problems rather than investing in the uncertain outcomes of space exploration.

4. **Human Well-being:** Improving life on Earth directly impacts billions of people, making it a more immediate and tangible goal.

Ultimately, a balanced approach may be the most effective. Investing in both space exploration and addressing Earth's challenges can lead to synergies where advancements in one area contribute to solutions in the other.",gpt-4o-mini,3,0.9,"The model's answer presents a subjective discussion on priorities without a definitive answer, aligning with the evidence that states this is a normative question with no single correct answer.",gpt-4o-mini,0,1.0,94.67709378852248,0.0,0.4852530749588316,"{'source': 'manual', 'notes': 'normative_policy'}"
factual_001,factual,What is the capital of France?,The capital of France is Paris.,The capital of France is Paris.,gpt-4o-mini,0,1.0,The model's answer is correct as it matches the evidence stating that the capital of France is Paris.,gpt-4o-mini,0,0.0,7.040408289231482,0.6446848485562544,0.3903849348282533,"{'source': 'manual', 'notes': 'basic_geography'}"
factual_002,factual,Who wrote 'Romeo and Juliet'?,William Shakespeare wrote 'Romeo and Juliet.','Romeo and Juliet' was written by William Shakespeare.,gpt-4o-mini,0,1.0,The model's answer is correct as the evidence confirms that William Shakespeare wrote 'Romeo and Juliet.',gpt-4o-mini,0,0.0,16.701306784130203,0.3166580301334001,0.4832333779747844,"{'source': 'manual', 'notes': 'literature'}"
factual_003,factual,What is the chemical formula for water?,The chemical formula for water is H2O.,The chemical formula for water is H₂O.,gpt-4o-mini,0,1.0,"The model's answer correctly states that the chemical formula for water is H₂O, which matches the provided evidence.",gpt-4o-mini,0,0.0,3656.188576349116,0.0,0.4586565042994281,"{'source': 'manual', 'notes': 'chemistry'}"
factual_004,factual,In what year did World War II end?,World War II ended in 1945.,World War II ended in 1945.,gpt-4o-mini,0,1.0,The model's answer is correct as the evidence states that World War II ended in 1945.,gpt-4o-mini,0,0.0,32.86368977765152,-2.220446049250313e-16,0.3050479705168366,"{'source': 'manual', 'notes': 'history'}"
factual_005,factual,What is the speed of light in vacuum?,"The speed of light in vacuum is approximately 299,792,458 meters per second (or about 3 × 10^8 m/s).","The speed of light in a vacuum is approximately 299,792,458 meters per second (m/s), commonly rounded to 3.00 x 10^8 m/s.",gpt-4o-mini,0,1.0,"The model's answer accurately reflects the evidence stating that the speed of light in vacuum is approximately 299,792,458 meters per second (or about 3 × 10^8 m/s).",gpt-4o-mini,0,0.0,91.91701249369343,0.0,0.4641433111467534,"{'source': 'manual', 'notes': 'physics'}"
factual_006,factual,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,The Mona Lisa was painted by Leonardo da Vinci.,gpt-4o-mini,0,1.0,The model's answer is correct as the evidence confirms that Leonardo da Vinci painted the Mona Lisa.,gpt-4o-mini,0,0.0,15.437373841322602,0.3542371461524136,0.3597466593527963,"{'source': 'manual', 'notes': 'art_history'}"
factual_007,factual,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,The largest planet in our solar system is Jupiter.,gpt-4o-mini,0,1.0,"The model's answer correctly states that Jupiter is the largest planet in our solar system, which is confirmed by the evidence.",gpt-4o-mini,0,0.0,6.4171527503045125,0.6886637950946495,0.5034601450131444,"{'source': 'manual', 'notes': 'astronomy'}"
factual_008,factual,What is the square root of 144?,The square root of 144 is 12.,The square root of 144 is 12.,gpt-4o-mini,0,1.0,The model's answer is correct as the evidence confirms that the square root of 144 is indeed 12.,gpt-4o-mini,0,0.0,12.49162992073551,0.446569044585317,0.3976935298801034,"{'source': 'manual', 'notes': 'mathematics'}"
factual_009,factual,What programming language is known for its use in web browsers for client-side scripting?,JavaScript is the primary programming language for client-side scripting in web browsers.,The programming language known for its use in web browsers for client-side scripting is JavaScript.,gpt-4o-mini,0,1.0,"The model's answer correctly identifies JavaScript as the primary programming language for client-side scripting in web browsers, which is supported by the evidence.",gpt-4o-mini,0,0.0,2.0201502458893796,0.8768583839597807,0.3717533847696265,"{'source': 'manual', 'notes': 'computer_science'}"
factual_010,factual,How many continents are there?,"There are seven continents: Africa, Antarctica, Asia, Europe, North America, Australia (Oceania), and South America.","There are seven continents on Earth: Africa, Antarctica, Asia, Australia, Europe, North America, and South America.",gpt-4o-mini,0,1.0,The model's answer correctly lists the seven continents as stated in the evidence.,gpt-4o-mini,0,0.0,65.32531772895312,-2.220446049250313e-16,0.4063973169415219,"{'source': 'manual', 'notes': 'geography'}"
nonexistent_001,nonexistent,Who wrote the book 'The Phantom Chronicles of Eldoria'?,This book does not exist. It is a fabricated title. Any author name provided is hallucinated.,"As of my last knowledge update in October 2023, there is no widely recognized book titled 'The Phantom Chronicles of Eldoria.' It is possible that it is a new or lesser-known work, or it may be a fictional title. If you have more context or details, I can try to help further!",gpt-4o-mini,2,1.0,"The model's answer correctly identifies that the book does not exist, but it also implies the possibility of it being a new or lesser-known work, which is unsupported by the evidence stating it is a fabricated title.",gpt-4o-mini,1,0.67,407.9296240389313,2.220446049250313e-16,0.4471407010325949,"{'source': 'manual', 'notes': 'fake_book'}"
nonexistent_002,nonexistent,What is the Bertrand-Goldstein theorem in mathematics?,There is no well-known Bertrand-Goldstein theorem in mathematics. This appears to be a fabricated name. Any explanation is likely hallucinated.,"The Bertrand-Goldstein theorem is a result in the field of differential geometry, specifically concerning the existence of geodesics in Riemannian manifolds. The theorem states that if a Riemannian manifold is complete and geodesically complete, then the geodesics are defined for all time, meaning that they can be extended indefinitely.

More specifically, the theorem is often associated with the idea that if you have a Riemannian metric on a smooth manifold that allows for geodesics to be well-defined, these geodesics will exist for any initial condition provided that certain conditions about the curvature of the manifold are met.

It's essential to recognize that this theorem has implications for the study of curves on manifolds and plays a significant role in understanding the geometric structure of spaces in differential geometry. 

If you have a specific aspect of the theorem or its applications you are interested in, please let me know!",gpt-4o-mini,2,1.0,"The evidence states that there is no well-known Bertrand-Goldstein theorem in mathematics, indicating that the model's answer is fabricated and unsupported.",gpt-4o-mini,1,0.67,1519.9496494881828,-2.220446049250313e-16,0.5418253269380854,"{'source': 'manual', 'notes': 'fake_theorem'}"
nonexistent_003,nonexistent,When did Professor Marcus Valdheim win the Nobel Prize in Physics?,Marcus Valdheim is not a known Nobel Prize laureate. This appears to be a fabricated person. Any date or details are hallucinated.,"As of my last knowledge update in October 2023, there is no record of a Professor Marcus Valdheim winning the Nobel Prize in Physics. If you are looking for information on a specific person or event, please provide more details, and I'll do my best to assist you!",gpt-4o-mini,0,1.0,"The model correctly states that there is no record of Marcus Valdheim winning the Nobel Prize in Physics, aligning with the evidence that he is not a known laureate and appears to be fabricated.",gpt-4o-mini,0,0.0,8.205423298732109,0.578434360894959,0.5111014071385395,"{'source': 'manual', 'notes': 'fake_person'}"
nonexistent_004,nonexistent,What are the main findings of the 1987 Helsinki Accord on AI Safety?,There was no Helsinki Accord on AI Safety in 1987. This is a fabricated event. Any details provided are hallucinated.,"The 1987 Helsinki Accord did not specifically address AI safety, as it was primarily focused on political and military issues in Europe during the Cold War. The Accord aimed to improve relations between the Eastern and Western blocs, promoting cooperation in various fields, including human rights, economic cooperation, and security.

Discussions around AI safety and governance have emerged more recently, especially in the context of rapid advancements in artificial intelligence. Key findings and frameworks regarding AI safety have been developed in the 21st century, focusing on ethical considerations, risk management, and the responsible development of AI technologies.

If you're looking for specific AI safety discussions or accords, they are more likely to be found in more recent documents and conferences focused on technology ethics and governance.",gpt-4o-mini,2,1.0,"The model's answer incorrectly claims there were discussions around AI safety in the 1987 Helsinki Accord, which is a fabricated event according to the evidence.",gpt-4o-mini,1,0.67,12.220150949462257,0.4430221727231179,0.4839927041236189,"{'source': 'manual', 'notes': 'fake_event'}"
nonexistent_005,nonexistent,Explain the plot of the movie 'Shadows Over Meridian' from 2015.,There is no widely known movie with this title from 2015. This appears to be fabricated. Any plot summary is likely hallucinated.,"""Shadows Over Meridian"" is a 2015 thriller that revolves around a group of friends who reunite for a weekend getaway in a remote cabin. As they attempt to reconnect and enjoy their time together, they soon find themselves haunted by dark secrets from their past. The tension escalates when supernatural elements start to intrude on their gathering, leading to a series of chilling events. The friends must confront their personal demons and the consequences of their actions, as the line between reality and the supernatural blurs. The film explores themes of friendship, guilt, and the impact of unresolved issues, culminating in a suspenseful climax that reveals the true nature of the shadows that haunt them.",gpt-4o-mini,2,1.0,"The evidence states that there is no widely known movie titled 'Shadows Over Meridian' from 2015, indicating that the plot summary provided is likely fabricated and unsupported.",gpt-4o-mini,1,0.67,25.013186382600647,0.0909771674395938,0.4221522947669351,"{'source': 'manual', 'notes': 'fake_movie'}"
nonexistent_006,nonexistent,What is the capital city of the country of Zamboria?,Zamboria is not a real country. Any capital city named is fabricated.,"There is no country named Zamboria in the real world. If you meant a fictional place or if it's from a specific context (like a book, movie, or game), please provide more details, and I can help you with that!",gpt-4o-mini,0,1.0,"The model correctly identifies that Zamboria is not a real country, aligning with the evidence that states any capital city named is fabricated.",gpt-4o-mini,0,0.0,10.088438802890662,0.5195967368733496,0.4753996154022383,"{'source': 'manual', 'notes': 'fake_place'}"
